open,close,high,low,volume
20.0,20.392337194865704,20.41846101078155,19.97437879173318,1720
20.392337194865704,19.91026839089995,20.469521634567226,19.834908568464027,2653
19.91026839089995,19.228752749642748,19.993828052484556,19.148053281362927,6325
19.228752749642748,19.54228385745853,19.636753737591693,19.135798518672672,5772
19.54228385745853,20.126409672789052,20.171593231456807,19.498411654540526,3260
20.126409672789052,20.05577790918657,20.15674672353237,20.02554732350242,7875
20.05577790918657,20.539032787047912,20.56499426391918,20.03042726976148,3242
20.539032787047912,19.38016329147627,20.606982603498352,19.316047393123654,2887
19.38016329147627,19.778063926624498,19.815836050828974,19.34315107745651,7513
19.778063926624498,19.96499100886074,20.067635744503185,19.676380227274635,9308
19.96499100886074,19.037525665950362,20.014315077025717,18.990492926831017,7585
19.037525665950362,19.407932944261745,19.445173216691046,19.000996137318133,1996
19.407932944261745,19.57238862394051,19.68790832427779,19.293383890440854,4525
19.57238862394051,18.666577354257125,19.657770641796958,18.585146821091108,3858
18.666577354257125,19.907784758543496,19.929758089360636,18.645974013182084,3891
19.907784758543496,19.67681716474604,19.978540412926584,19.60688240849093,9408
19.67681716474604,19.301642539701575,19.769862845460604,19.210370945623165,3678
19.301642539701575,18.748870414223823,19.348553026264412,18.703303378577722,3721
18.748870414223823,17.902473284133187,18.813405711660064,17.840851361707433,6559
17.902473284133187,17.987702302639583,18.076988107176252,17.813610532044198,8813
17.987702302639583,18.955638606923728,19.001776052859938,17.943920784131336,2318
18.955638606923728,20.270350619179816,20.340217567295568,18.89030315003243,5996
20.270350619179816,20.700594425096213,20.818643439738374,20.154755150377998,4750
20.700594425096213,21.251026576435116,21.28355691743863,20.668906666709496,8260
21.251026576435116,20.879357199489526,21.32219597709872,20.809432514543868,9211
20.879357199489526,20.612509884338134,20.934330890238467,20.558238781395904,3236
20.612509884338134,20.784529115065883,20.896393354679507,20.501571467981694,8482
20.784529115065883,21.012600198835766,21.08410225180426,20.71380314647333,6433
21.012600198835766,22.19016748546222,22.238784445873673,20.966563198318408,6521
22.19016748546222,23.064581730746827,23.11584393079664,22.140848715321148,2583
23.064581730746827,23.694693193536043,23.749235942851172,23.011489433280758,2038
23.694693193536043,24.382320294592603,24.51473500976977,23.566012821343232,3761
24.382320294592603,24.9127041588055,25.020583076203245,24.276738086404414,1105
24.9127041588055,27.304591592532475,27.41834560342089,24.80891502097728,5560
27.304591592532475,28.439407825542133,28.589156969892606,27.160817880614722,10302
28.439407825542133,28.20951233235626,28.594156924115147,28.056014178266857,9332
28.20951233235626,27.127298790307137,28.321310438538056,27.01978964251143,1598
27.127298790307137,30.334240981633258,30.49892758715967,26.980022886565834,2991
30.334240981633258,31.92457343556226,31.984302282417353,30.277487545672255,7781
31.92457343556226,31.173698941390715,32.06106880108464,31.040413983322967,9102
31.173698941390715,31.719389445038562,31.898895112606766,30.99728143345789,5635
31.719389445038562,30.00373929189641,31.761112980513346,29.9642725145522,9158
30.00373929189641,31.086198053456236,31.17802854221748,29.915106451074198,4363
31.086198053456236,30.787456572788496,31.226132020128215,30.648867385569037,6504
30.787456572788496,30.94771997131649,31.001621647830078,30.733834027205152,2805
30.94771997131649,30.829750138748366,31.07315891161379,30.704789360034475,4191
30.829750138748366,31.09759709192287,31.204400046271985,30.723867089748463,5272
31.09759709192287,31.762466954949033,31.94572939518807,30.918170804389234,1478
31.762466954949033,33.023992185806804,33.2035601076766,31.589758575160545,10202
33.023992185806804,33.79213159539765,33.886384985560966,32.931881298648,6310
33.79213159539765,33.56195463428683,33.912044391553536,33.442858630730704,8780
33.56195463428683,31.084770392628545,33.619388357421954,31.031575812160774,6878
31.084770392628545,30.471356422251436,31.13833898166323,30.418844933541834,6133
30.471356422251436,30.979998454957528,31.05765627253111,30.394973621855268,3962
30.979998454957528,28.16177400689072,31.073920749515505,28.07639574460978,4992
28.16177400689072,28.718859259151262,28.77954048865582,28.102269865157687,8306
28.718859259151262,29.68218202521884,29.846178788405343,28.56018494211797,1212
29.68218202521884,30.786801880512044,30.86876812662676,29.60315669980363,4940
30.786801880512044,32.205692441126544,32.25421023312911,30.74042164345323,4076
32.205692441126544,32.52769995110132,32.652725730701874,32.08190435247961,9562
32.52769995110132,32.004829836858214,32.59240520366736,31.94116469603854,3018
32.004829836858214,32.34481099126173,32.53587960119422,31.81576957771166,10087
32.34481099126173,33.41793915396635,33.555512810995694,32.21165514602875,4278
33.41793915396635,31.110002440094366,33.496947090804035,31.03645101322502,4745
31.110002440094366,31.124298329886834,31.204987606073587,31.029350225787294,8647
31.124298329886834,33.541219771276914,33.72927699805486,30.949792176883413,3378
33.541219771276914,33.050468010358486,33.6718127498793,32.9217857772403,8624
33.050468010358486,32.63206523493393,33.18116617151889,32.503021648630245,1938
32.63206523493393,33.667053179522526,33.762933642038284,32.53913231648436,9174
33.667053179522526,33.68153854963545,33.858226450651074,33.49044126641455,8948
33.68153854963545,34.843342719241456,34.9140197307279,33.61321816757179,5449
34.843342719241456,31.82624486416906,34.998140764195874,31.684850838833672,5214
31.82624486416906,32.063913846050234,32.10288423686342,31.787563335568784,4166
32.063913846050234,33.6730739473116,33.86408118381849,31.882034413690956,3303
33.6730739473116,32.35788440228993,33.72453008315844,32.30843801975515,6601
